Country,Code,Year,Outbound Mobility Ratio (%)
North Macedonia,MKD,2008,9.100549698
North Macedonia,MKD,2009,8.969750404
North Macedonia,MKD,2010,8.664970398
North Macedonia,MKD,2012,7.400909901
Norway,NOR,1998,6.342269897
Norway,NOR,1999,6.905729771
Norway,NOR,2000,7.245359898
Norway,NOR,2001,7.73032999
Norway,NOR,2002,8.172889709
Norway,NOR,2003,7.277009964
Norway,NOR,2004,6.394080162
Norway,NOR,2005,5.928279877
Norway,NOR,2006,5.688799858
Norway,NOR,2007,5.558899879
Norway,NOR,2008,5.316860199
Norway,NOR,2009,5.666739941
Norway,NOR,2010,6.178380013
Norway,NOR,2011,6.77177
Norway,NOR,2012,9.889849663
Norway,NOR,2013,6.989930153
Philippines,PHL,1998,0.246000007
Philippines,PHL,1999,0.230320007
Philippines,PHL,2001,0.227990001
Philippines,PHL,2002,0.262010008
Philippines,PHL,2003,0.295569986
Philippines,PHL,2004,0.305790007
Philippines,PHL,2005,0.317369998
Philippines,PHL,2006,0.318120003
Philippines,PHL,2008,0.335489988
Philippines,PHL,2009,0.384220004
Philippines,PHL,2010,0.430000007
Philippines,PHL,2011,0.395520002
Philippines,PHL,2012,0.368169993
Philippines,PHL,2013,0.345270008
Poland,POL,1998,1.294350028
Poland,POL,1999,1.108940005
Poland,POL,2000,1.104500055
Poland,POL,2001,1.112040043
Poland,POL,2002,1.196730018
Poland,POL,2003,1.341199994
Poland,POL,2004,1.353979945
Poland,POL,2005,1.420580029
Poland,POL,2006,1.419999957
Poland,POL,2007,1.517619967
Poland,POL,2008,1.48913002
Poland,POL,2009,1.520310044
Poland,POL,2010,1.452559948
Poland,POL,2011,1.37638998
Poland,POL,2012,1.049090028
Poland,POL,2013,1.211099982
Portugal,PRT,1998,3.02373004
Portugal,PRT,1999,3.071549892
Portugal,PRT,2000,2.851449966
Portugal,PRT,2001,2.896929979
Portugal,PRT,2002,2.938070059
Portugal,PRT,2003,3.110450029
Portugal,PRT,2004,2.845340014
Portugal,PRT,2005,3.234260082
Portugal,PRT,2006,2.845419884
Portugal,PRT,2007,3.199929953
Portugal,PRT,2008,3.061779976
Portugal,PRT,2009,3.3542099
Portugal,PRT,2010,3.393690109
Portugal,PRT,2011,3.399359941
Portugal,PRT,2012,3.280119896
Portugal,PRT,2013,2.567310095
Qatar,QAT,1998,12.6426096
Qatar,QAT,1999,12.91666985
Qatar,QAT,2001,16.04640961
Qatar,QAT,2002,16.39850044
Qatar,QAT,2003,16.95630074
Qatar,QAT,2004,14.5741396
Qatar,QAT,2005,18.94730949
Qatar,QAT,2006,17.80730057
Qatar,QAT,2007,18.02910995
Qatar,QAT,2008,17.28125
Qatar,QAT,2009,18.51214027
Qatar,QAT,2010,20.40493011
Qatar,QAT,2011,18.62501907
Qatar,QAT,2012,20.76045036
Qatar,QAT,2013,24.10674095
Romania,ROU,1998,2.81566
Romania,ROU,1999,2.486759901
Romania,ROU,2000,2.770420074
Romania,ROU,2001,2.828769922
Romania,ROU,2002,3.007359982
Romania,ROU,2003,3.026360035
Romania,ROU,2004,2.91689992
Romania,ROU,2005,2.749660015
Romania,ROU,2006,2.636840105
Romania,ROU,2007,2.403700113
Romania,ROU,2008,2.146670103
Romania,ROU,2009,2.155420065
Romania,ROU,2010,2.563940048
Romania,ROU,2011,3.272819996
Russia,RUS,1998,0.496179998
Russia,RUS,1999,0.461459994
Russia,RUS,2000,0.452270001
Russia,RUS,2001,0.419669986
Russia,RUS,2002,0.439990014
Russia,RUS,2003,0.43325001
Russia,RUS,2004,0.440510005
Russia,RUS,2005,0.438820004
Russia,RUS,2006,0.455740005
Russia,RUS,2007,0.464830011
Russia,RUS,2008,0.474929988
Russia,RUS,2009,0.512170017
Russia,RUS,2011,0.598360002
Russia,RUS,2012,0.642199993
Russia,RUS,2013,0.672689974
Slovakia,SVK,1998,3.686729908
Slovakia,SVK,1999,3.57159996
Slovakia,SVK,2000,4.232979774
Slovakia,SVK,2001,6.299409866
Slovakia,SVK,2002,7.475349903
Slovakia,SVK,2003,8.623530388
Slovakia,SVK,2004,9.351340294
Slovakia,SVK,2005,10.1672802
Slovakia,SVK,2006,11.2256403
Slovakia,SVK,2007,11.08360004
Slovakia,SVK,2008,11.47492981
Slovakia,SVK,2009,12.01074982
Slovakia,SVK,2010,13.10638046
Slovakia,SVK,2011,14.54121017
Slovakia,SVK,2012,14.93216991
Slovakia,SVK,2013,15.79887962
Slovenia,SVN,1998,2.577579975
Slovenia,SVN,1999,2.244519949
Slovenia,SVN,2000,6.909180164
Slovenia,SVN,2001,2.30456996
Slovenia,SVN,2002,2.280930042
Slovenia,SVN,2003,7.809140205
Slovenia,SVN,2004,2.46081996
Slovenia,SVN,2005,2.40741992
Slovenia,SVN,2006,2.048969984
Slovenia,SVN,2007,1.965090036
Slovenia,SVN,2008,2.029710054
Slovenia,SVN,2009,2.169460058
Slovenia,SVN,2010,2.155709982
Slovenia,SVN,2011,2.392889977
Slovenia,SVN,2012,2.356659889
Slovenia,SVN,2013,2.757839918
South Korea,KOR,1998,2.404809952
South Korea,KOR,1999,2.400710106
South Korea,KOR,2000,2.362770081
South Korea,KOR,2001,2.351099968
South Korea,KOR,2002,2.670419931
South Korea,KOR,2003,2.836110115
South Korea,KOR,2004,3.00590992
South Korea,KOR,2005,3.140010118
South Korea,KOR,2006,3.269710064
South Korea,KOR,2007,3.424299955
South Korea,KOR,2008,3.680330038
South Korea,KOR,2009,3.946749926
South Korea,KOR,2010,3.878930092
South Korea,KOR,2011,3.809050083
South Korea,KOR,2013,3.483910084
Spain,ESP,1998,1.456019998
Spain,ESP,1999,1.469290018
Spain,ESP,2000,1.508290052
Spain,ESP,2001,1.478579998
Spain,ESP,2002,1.500020027
Spain,ESP,2003,1.237779975
Spain,ESP,2004,1.368630052
Spain,ESP,2005,1.36469996
Spain,ESP,2006,1.305379987
Spain,ESP,2007,1.338469982
Spain,ESP,2008,1.18671
Spain,ESP,2009,1.221770048
Spain,ESP,2010,1.248239994
Spain,ESP,2011,1.340720057
Spain,ESP,2012,1.520030022
Spain,ESP,2013,1.454249978
Sweden,SWE,1998,4.566599846
Sweden,SWE,1999,4.172190189
Sweden,SWE,2000,3.632560015
Sweden,SWE,2001,4.31028986
Sweden,SWE,2002,4.062920094
Sweden,SWE,2003,3.920739889
Sweden,SWE,2004,3.059880018
Sweden,SWE,2005,3.12857008
Sweden,SWE,2006,3.165430069
Sweden,SWE,2007,3.343250036
Sweden,SWE,2008,3.410599947
Sweden,SWE,2009,3.498080015
Sweden,SWE,2010,3.415149927
Sweden,SWE,2011,3.574450016
Sweden,SWE,2012,3.907880068
Sweden,SWE,2013,4.05053997
Switzerland,CHE,1998,5.551149845
Switzerland,CHE,1999,5.584599972
Switzerland,CHE,2000,4.440159798
Switzerland,CHE,2001,5.210869789
Switzerland,CHE,2002,5.10281992
Switzerland,CHE,2003,4.278049946
Switzerland,CHE,2004,5.028130054
Switzerland,CHE,2005,4.810689926
Switzerland,CHE,2006,4.871749878
Switzerland,CHE,2007,4.927340031
Switzerland,CHE,2008,4.573599815
Switzerland,CHE,2009,4.697319984
Switzerland,CHE,2010,4.574329853
Switzerland,CHE,2011,4.577980042
Switzerland,CHE,2012,4.390180111
Switzerland,CHE,2013,4.244269848
Tajikistan,TJK,1999,1.419389963
Tajikistan,TJK,2000,1.352990031
Tajikistan,TJK,2001,1.501170039
Tajikistan,TJK,2002,2.017509937
Tajikistan,TJK,2003,1.975679994
Tajikistan,TJK,2004,1.769889951
Tajikistan,TJK,2005,2.029839993
Tajikistan,TJK,2006,1.774260044
Tajikistan,TJK,2007,1.784729958
Tajikistan,TJK,2008,2.791470051
Tajikistan,TJK,2009,3.260900021
Tajikistan,TJK,2010,4.262849808
Tajikistan,TJK,2011,4.808400154
Tajikistan,TJK,2012,4.321000099
Tajikistan,TJK,2013,5.00770998
Tanzania,TZA,1998,16.56830978
Tanzania,TZA,1999,14.22060013
Tanzania,TZA,2000,14.10558987
Tanzania,TZA,2001,15.20425034
Tanzania,TZA,2002,17.56184006
Tanzania,TZA,2003,14.18091965
Tanzania,TZA,2004,9.890910149
Tanzania,TZA,2005,8.311050415
Tanzania,TZA,2010,7.310619831
Tanzania,TZA,2012,3.092809916
Tanzania,TZA,2013,3.142790079
Thailand,THA,1998,1.415969968
Thailand,THA,1999,1.210909963
Thailand,THA,2000,1.105489969
Thailand,THA,2001,1.050300002
Thailand,THA,2002,1.195500016
Thailand,THA,2003,1.169170022
Thailand,THA,2004,1.151010036
Thailand,THA,2005,1.085919976
Thailand,THA,2006,1.103049994
Thailand,THA,2007,1.068560004
Thailand,THA,2008,1.085980058
Thailand,THA,2009,1.125380039
Thailand,THA,2010,1.166409969
Thailand,THA,2011,1.086369991
Thailand,THA,2012,1.082509995
Thailand,THA,2013,1.060930014
Trinidad and Tobago,TTO,1999,48.45483017
Trinidad and Tobago,TTO,2000,52.75624084
Trinidad and Tobago,TTO,2001,47.60971069
Trinidad and Tobago,TTO,2002,35.55651855
Trinidad and Tobago,TTO,2003,39.9859314
Trinidad and Tobago,TTO,2004,33.60992813
Tunisia,TUN,1998,6.738239765
Tunisia,TUN,1999,6.046929836
Tunisia,TUN,2000,5.712890148
Tunisia,TUN,2001,5.420040131
Tunisia,TUN,2002,5.579080105
Tunisia,TUN,2011,5.394579887
Tunisia,TUN,2012,5.29061985
Tunisia,TUN,2013,5.005819798
Turkey,TUR,1998,3.622730017
Turkey,TUR,1999,3.50199008
Turkey,TUR,2001,3.239959955
Turkey,TUR,2002,3.304840088
Turkey,TUR,2003,2.88319993
Turkey,TUR,2004,2.814429998
Turkey,TUR,2005,2.630530119
Turkey,TUR,2006,1.598359942
Turkey,TUR,2007,1.601719975
Turkey,TUR,2008,1.738369942
Turkey,TUR,2009,1.707260013
Turkey,TUR,2010,1.470119953
Turkey,TUR,2011,1.394240022
Turkey,TUR,2012,1.226490021
Turkey,TUR,2013,0.903680027
Ukraine,UKR,1998,0.788420022
Ukraine,UKR,1999,0.76481998
Ukraine,UKR,2000,1.153210044
Ukraine,UKR,2001,0.944019973
Ukraine,UKR,2002,1.040989995
Ukraine,UKR,2003,0.833850026
Ukraine,UKR,2004,1.010949969
Ukraine,UKR,2005,1.024919987
Ukraine,UKR,2006,0.942099988
Ukraine,UKR,2007,0.950139999
Ukraine,UKR,2008,1.143710017
Ukraine,UKR,2009,1.20855999
Ukraine,UKR,2010,1.373919964
Ukraine,UKR,2011,1.458549976
Ukraine,UKR,2012,1.570610046
Ukraine,UKR,2013,1.798589945
United Kingdom,GBR,1998,1.451799989
United Kingdom,GBR,1999,1.333619952
United Kingdom,GBR,2000,1.103109956
United Kingdom,GBR,2001,1.350630045
United Kingdom,GBR,2002,1.320950031
United Kingdom,GBR,2003,1.393749952
United Kingdom,GBR,2004,1.068070054
United Kingdom,GBR,2005,1.007750034
United Kingdom,GBR,2006,0.994229972
United Kingdom,GBR,2007,1.065610051
United Kingdom,GBR,2008,0.930450022
United Kingdom,GBR,2009,0.976180017
United Kingdom,GBR,2010,0.992269993
United Kingdom,GBR,2011,1.149850011
United Kingdom,GBR,2012,1.055920005
United Kingdom,GBR,2013,1.147310019
United States,USA,1998,0.287620008
United States,USA,1999,0.301420003
United States,USA,2000,0.329340011
United States,USA,2001,0.350719988
United States,USA,2002,0.328280002
United States,USA,2003,0.309599996
United States,USA,2004,0.299569994
United States,USA,2005,0.305110008
United States,USA,2006,0.311190009
United States,USA,2007,0.323529989
United States,USA,2008,0.303009987
United States,USA,2009,0.29846999
United States,USA,2010,0.281509995
United States,USA,2011,0.284350008
United States,USA,2012,0.287209988
United States,USA,2013,0.301869988
Venezuela,VEN,2000,1.198830009
Venezuela,VEN,2002,1.05250001
Venezuela,VEN,2003,1.03610003
Venezuela,VEN,2004,0.926079988
Venezuela,VEN,2008,0.594659984
Venezuela,VEN,2009,0.610080004
